"","Kingdom","Supergroup","Division","Class","Order","Family","Genus","Species"
"ASV931","Eukaryota","Alveolata","Ciliophora","Litostomatea","Litostomatea_X","Litostomatea_XX","Litostomatea_XXX","Litostomatea_XXX_sp."
"ASV932","Eukaryota","Alveolata","Ciliophora","CONThreeP","CONThreeP_X","CONThreeP_XX","Askenasia","Askenasia_sp."
"ASV934","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes","Rhyzophidiales_X","Rhyzophidiales_X_sp."
"ASV935","Eukaryota","Rhizaria","Cercozoa","Cercozoa_X","Cercozoa_XX","Cercozoa_XXX","Cercozoa_XXXX","Cercozoa_XXXX_sp."
"ASV936","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chlamydomonadales_XX","Chlamydomonadales_XX_sp."
"ASV938","Eukaryota","Rhizaria","Cercozoa","Cercozoa_X","Cercozoa_XX","Cercozoa_XXX","Cercozoa_XXXX","Cercozoa_XXXX_sp."
"ASV939","Eukaryota","Alveolata","Ciliophora","Litostomatea","Haptoria_5","Pleurostomatida","Acineria","Acineria_incurvata"
"ASV940","Eukaryota","Hacrobia","Katablepharidophyta","Katablepharidaceae","Katablepharidales","Katablepharidales_X","Katablepharidales_XX","Katablepharidales_XX_sp."
"ASV941","Eukaryota","Alveolata","Ciliophora","CONThreeP","CONThreeP_X","CONThreeP_XX","Askenasia","Askenasia_sp."
"ASV942","Eukaryota","Opisthokonta","Metazoa","Rotifera","Rotifera_X","Rotifera_XX","Filinia","Filinia_longiseta"
"ASV943","Eukaryota","Rhizaria","Cercozoa","Filosa-Imbricatea","Spongomonadida","Spongomonadidae","Spongomonas","Spongomonas_minima"
"ASV944","Eukaryota","Alveolata","Ciliophora","Litostomatea","Litostomatea_X","Litostomatea_XX","Litostomatea_XXX","Litostomatea_XXX_sp."
"ASV945","Eukaryota","Opisthokonta","Fungi",NA,NA,NA,NA,NA
"ASV946","Eukaryota","Rhizaria","Cercozoa","Novel-clade-10-12","Novel-clade-10","Novel-clade-10_X","Novel-clade-10_XX","Novel-clade-10_XX_sp."
"ASV947","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-F","Paraphysomonas","Paraphysomonas_sp."
"ASV948","Eukaryota","Opisthokonta","Metazoa","Rotifera","Rotifera_X","Rotifera_XX",NA,NA
"ASV949","Eukaryota","Rhizaria","Cercozoa","Cercozoa_X","Cercozoa_XX","Cercozoa_XXX","Cercozoa_XXXX","Cercozoa_XXXX_sp."
"ASV950","Eukaryota","Rhizaria","Cercozoa","Cercozoa_X","Cercozoa_XX","Cercozoa_XXX","Cercozoa_XXXX","Cercozoa_XXXX_sp."
"ASV951","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Suessiales","Suessiaceae","Asulcocephalium","Asulcocephalium_miricentonis"
"ASV952","Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Cryptomonas","Cryptomonas_curvata"
"ASV953","Eukaryota","Rhizaria","Cercozoa","Filosa-Sarcomonadea",NA,NA,NA,NA
"ASV955","Eukaryota","Rhizaria","Cercozoa","Filosa-Imbricatea","Spongomonadida","Spongomonadidae","Spongomonas","Spongomonas_minima"
"ASV956","Eukaryota","Alveolata","Ciliophora","Colpodea","Colpodea_X","Cyrtolophosidida","Cyrtolophosidida_X","Cyrtolophosidida_X_sp."
"ASV957","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Mychonastes","Mychonastes_sp."
"ASV958","Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptophyceae_X","Basal_Cryptophyceae-1","Basal_Cryptophyceae-1_X","Basal_Cryptophyceae-1_X_sp."
"ASV959","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Carteria","Carteria_sp."
"ASV960","Eukaryota","Opisthokonta","Fungi","Fungi_X","Fungi_XX","Fungi_XXX","Fungi_XXXX","Fungi_XXXX_sp."
"ASV961","Eukaryota","Alveolata","Ciliophora","Litostomatea","Litostomatea_X","Litostomatea_XX","Litostomatea_XXX","Litostomatea_XXX_sp."
"ASV962","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlorophyceae_X","Chlorophyceae_XX","Treubaria","Treubaria_setigera"
"ASV963","Eukaryota","Opisthokonta","Fungi","Cryptomycota","Cryptomycotina","Cryptomycotina_X","Cryptomycotina_XX","Cryptomycotina_XX_sp."
"ASV964","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chlamydomonas","Chlamydomonas_reinhardtii"
"ASV965","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Ankyra","Ankyra_judayi"
"ASV967","Eukaryota","Alveolata","Ciliophora","CONThreeP","CONThreeP_X","CONThreeP_XX","Askenasia","Askenasia_sp."
"ASV968","Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptophyceae_X","Basal_Cryptophyceae-1","Basal_Cryptophyceae-1_X","Basal_Cryptophyceae-1_X_sp."
"ASV969","Eukaryota","Opisthokonta","Fungi","Entomophthoromycota","Entomophthoromycotina","Entomophthorales","Basidiobolus","Basidiobolus_sp."
"ASV970","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Mychonastes","Mychonastes_homosphaera"
"ASV972","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Achnanthidium","Achnanthidium_minutissimum"
"ASV973","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Mychonastes","Mychonastes_pushpae"
"ASV974","Eukaryota","Opisthokonta","Fungi","Cryptomycota","Cryptomycotina","Cryptomycotina_X","Cryptomycotina_XX","Cryptomycotina_XX_sp."
"ASV975","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Mychonastes","Mychonastes_sp."
"ASV976","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellida_X","Choanoflagellida_XX","Clade-2","Sphaeroeca","Sphaeroeca_leprechaunica"
"ASV977","Eukaryota","Opisthokonta","Fungi","Cryptomycota","Cryptomycotina","Cryptomycotina_X","Cryptomycotina_XX","Cryptomycotina_XX_sp."
"ASV978","Eukaryota","Rhizaria","Cercozoa","Novel-clade-10-12","Novel-clade-10","Novel-clade-10_X","Novel-clade-10_XX","Novel-clade-10_XX_sp."
"ASV979","Eukaryota","Rhizaria","Cercozoa","Cercozoa_X","Cercozoa_XX","Cercozoa_XXX","Cercozoa_XXXX","Cercozoa_XXXX_sp."
"ASV980","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes","Rhyzophidiales_X","Rhyzophidiales_X_sp."
"ASV981","Eukaryota","Opisthokonta","Fungi","Cryptomycota","Cryptomycotina","Cryptomycotina_X","Cryptomycotina_XX","Cryptomycotina_XX_sp."
"ASV983","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-F","Paraphysomonas","Paraphysomonas_sp."
"ASV984","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Choreotrichida","Strobilidiidae_J","Strobilidiidae_J_X","Strobilidiidae_J_X_sp."
"ASV985","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chaetopeltidales","Chaetopeltidales_X","Chaetopeltis","Chaetopeltis_orbicularis"
"ASV986","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes",NA,NA
"ASV987","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Achnanthidium","Achnanthidium_minutissimum"
"ASV988","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlorophyceae_X","Chlorophyceae_XX","Treubaria","Treubaria_setigera"
"ASV989","Eukaryota","Archaeplastida","Chlorophyta","Trebouxiophyceae","Trebouxiophyceae_X","Trebouxiophyceae_XX","Choricystis","Choricystis_sp."
"ASV990","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-C",NA,NA
"ASV991","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Craspedida","Monosigidae_Group_O","Monosigidae_Group_O_X","Monosigidae_Group_O_X_sp."
"ASV992","Eukaryota","Rhizaria","Cercozoa","Cercozoa_X","Cercozoa_XX","Cercozoa_XXX","Cercozoa_XXXX","Cercozoa_XXXX_sp."
"ASV993","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chlamydomonas",NA
"ASV994","Eukaryota","Rhizaria","Cercozoa","Cercozoa_X","Cercozoa_XX","Cercozoa_XXX","Cercozoa_XXXX","Cercozoa_XXXX_sp."
"ASV995","Eukaryota","Alveolata","Apicomplexa","Colpodellidea","Colpodellida","Chrompodellids_CHR1_XX","Chrompodellids_CHR1_XXX","Chrompodellids_CHR1_XXX_sp."
"ASV996","Eukaryota","Alveolata","Ciliophora","Litostomatea","Litostomatea_X","Litostomatea_XX","Litostomatea_XXX","Litostomatea_XXX_sp."
"ASV998","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_XX","Chrysophyceae_XXX","Chrysophyceae_XXX_sp."
"ASV999","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"ASV1000","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Craspedida",NA,NA,NA
"ASV1001","Eukaryota","Rhizaria","Cercozoa","Filosa-Sarcomonadea",NA,NA,NA,NA
"ASV1002","Eukaryota","Apusozoa","Apusomonadidae","Apusomonadidae_Group-4","Apusomonadidae_Group-4_X","Apusomonadidae_Group-4_XX","Diphylleia","Diphylleia_rotans"
"ASV1003","Eukaryota","Opisthokonta","Metazoa","Rotifera","Rotifera_X","Rotifera_XX",NA,NA
"ASV1004","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Mychonastes","Mychonastes_sp."
"ASV1005","Eukaryota","Rhizaria","Cercozoa","Endomyxa","Vampyrellida","Leptophryidae","Leptophryidae_X","Leptophryidae_X_sp."
"ASV1006","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes","Rhyzophidiales_X","Rhyzophidiales_X_sp."
"ASV1007","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes","Rhyzophidiales_X","Rhyzophidiales_X_sp."
"ASV1008","Eukaryota","Hacrobia","Katablepharidophyta","Katablepharidaceae","Katablepharidales","Katablepharidales_X","Katablepharidales_XX","Katablepharidales_XX_sp."
"ASV1009","Eukaryota","Opisthokonta","Fungi","Fungi_X","Fungi_XX","Fungi_XXX","Fungi_XXXX","Fungi_XXXX_sp."
"ASV1010","Eukaryota","Opisthokonta","Metazoa","Rotifera","Rotifera_X","Rotifera_XX","Keratella","Keratella_quadrata"
"ASV1011","Eukaryota","Alveolata","Ciliophora","CONThreeP","CONThreeP_X","CONThreeP_XX","Askenasia","Askenasia_sp."
"ASV1012","Eukaryota","Opisthokonta","Metazoa","Rotifera","Rotifera_X","Rotifera_XX","Collotheca","Collotheca_campanulata"
"ASV1014","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes","LKM11-Rozella","LKM11-Rozella_sp."
"ASV1015","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes",NA,NA
"ASV1016","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes","Rhyzophidiales_X","Rhyzophidiales_X_sp."
"ASV1017","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"ASV1018","Eukaryota","Archaeplastida","Chlorophyta","Chlorodendrophyceae","Chlorodendrales","Chlorodendraceae","Tetraselmis","Tetraselmis_cordiformis"
"ASV1019","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes",NA,NA
"ASV1020","Eukaryota","Alveolata","Ciliophora","CONThreeP","CONThreeP_X","Urotrichidae","Urotricha","Urotricha_sp."
"ASV1021","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Ankistrodesmus","Ankistrodesmus_fusiformis"
"ASV1022","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X",NA,NA
"ASV1023","Eukaryota","Rhizaria","Cercozoa","Cercozoa_X","Cercozoa_XX","Cercozoa_XXX","Cercozoa_XXXX","Cercozoa_XXXX_sp."
"ASV1024","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes",NA,NA
"ASV1025","Eukaryota","Opisthokonta","Fungi","Cryptomycota","Cryptomycotina","Cryptomycotina_X","Cryptomycotina_XX","Cryptomycotina_XX_sp."
"ASV1026","Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Plagioselmis","Plagioselmis_prolonga"
"ASV1027","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes","Rhyzophidiales_X","Rhyzophidiales_X_sp."
"ASV1028","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Choreotrichida","Strobilidiidae_C","Strobilidiidae_C_X","Strobilidiidae_C_X_sp."
"ASV1029","Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptophyceae_X","Basal_Cryptophyceae-1","Basal_Cryptophyceae-1_X","Basal_Cryptophyceae-1_X_sp."
"ASV1030","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes","Rhyzophidiales_X","Rhyzophidiales_X_sp."
"ASV1031","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes",NA,NA
"ASV1032","Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptophyceae_X","Basal_Cryptophyceae-1","Basal_Cryptophyceae-1_X","Basal_Cryptophyceae-1_X_sp."
"ASV1033","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes",NA,NA
"ASV1034","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellida_X","Choanoflagellida_XX","Clade-2","Sphaeroeca","Sphaeroeca_leprechaunica"
"ASV1035","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Craspedida","Monosigidae_Group_O","Monosigidae_Group_O_X","Monosigidae_Group_O_X_sp."
"ASV1036","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"ASV1037","Eukaryota","Hacrobia","Centroheliozoa","Centroheliozoa_X","Pterocystida",NA,NA,NA
"ASV1038","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X",NA,NA
"ASV1039","Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Plagioselmis","Plagioselmis_prolonga"
"ASV1040","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes",NA,NA
"ASV1041","Eukaryota","Alveolata","Ciliophora","Litostomatea","Haptoria_5","Pleurostomatida",NA,NA
"ASV1042","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_XX","Chrysophyceae_XXX","Chrysophyceae_XXX_sp."
"ASV1043","Eukaryota","Opisthokonta","Metazoa","Rotifera","Rotifera_X","Rotifera_XX",NA,NA
"ASV1044","Eukaryota","Alveolata","Ciliophora","Prostomatea_1","Prostomatea_1_X","Colepidae","Coleps","Coleps_hirtus"
"ASV1045","Eukaryota","Opisthokonta","Fungi","Cryptomycota","Cryptomycotina","Cryptomycotina_X","Cryptomycotina_XX","Cryptomycotina_XX_sp."
"ASV1046","Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda","Acanthocyclops","Acanthocyclops_viridis"
"ASV1047","Eukaryota","Hacrobia","Centroheliozoa","Centroheliozoa_X","Pterocystida",NA,NA,NA
"ASV1048","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes","Rhizophydium","Rhizophydium_chlorogonii"
"ASV1049","Eukaryota","Rhizaria","Cercozoa","Filosa-Imbricatea","Spongomonadida","Spongomonadidae","Spongomonas","Spongomonas_minima"
"ASV1050","Eukaryota","Rhizaria","Cercozoa","Cercozoa_X","Cercozoa_XX","Cercozoa_XXX","Cercozoa_XXXX","Cercozoa_XXXX_sp."
"ASV1051","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes",NA,NA
"ASV1052","Eukaryota","Rhizaria","Cercozoa","Endomyxa","Vampyrellida","Leptophryidae","Leptophryidae_X","Leptophryidae_X_sp."
"ASV1053","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales","Ceratiaceae","Ceratium","Ceratium_hirundinella"
"ASV1054","Eukaryota","Archaeplastida","Streptophyta","Zygnemophyceae","Zygnemophyceae_X","Zygnemophyceae_XX","Closterium",NA
"ASV1055","Eukaryota","Archaeplastida","Chlorophyta","Trebouxiophyceae","Trebouxiophyceae_X","Trebouxiophyceae_XX","Botryococcus","Botryococcus_braunii"
"ASV1056","Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptophyceae_X","Basal_Cryptophyceae-1","Basal_Cryptophyceae-1_X","Basal_Cryptophyceae-1_X_sp."
"ASV1057","Eukaryota","Archaeplastida","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellales_X",NA,NA
"ASV1058","Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptophyceae_X","Basal_Cryptophyceae-1","Basal_Cryptophyceae-1_X","Basal_Cryptophyceae-1_X_sp."
"ASV1059","Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptophyceae_X","Basal_Cryptophyceae-1","Basal_Cryptophyceae-1_X","Basal_Cryptophyceae-1_X_sp."
"ASV1060","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Ankistrodesmus","Ankistrodesmus_fusiformis"
"ASV1062","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-F","Chrysophyceae_Clade-F_X","Chrysophyceae_Clade-F_X_sp."
"ASV1063","Eukaryota","Opisthokonta","Metazoa","Rotifera","Rotifera_X","Rotifera_XX",NA,NA
"ASV1064","Eukaryota","Opisthokonta","Fungi","Cryptomycota","Cryptomycotina","Cryptomycotina_X","Cryptomycotina_XX","Cryptomycotina_XX_sp."
"ASV1066","Eukaryota","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","Paracercomonas_ambulans"
"ASV1067","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Craspedida","Monosigidae_Group_O","Monosigidae_Group_O_X","Monosigidae_Group_O_X_sp."
"ASV1068","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-F","Chrysophyceae_Clade-F_X","Chrysophyceae_Clade-F_X_sp."
"ASV1069","Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Scuticociliatia_2","Scuticociliatia_2_X",NA,NA
"ASV1070","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Choanoflagellatea_X","Choanoflagellatea_X_Group_P","Choanoflagellatea_X_Group_P_X","Choanoflagellatea_X_Group_P_X_sp."
"ASV1071","Eukaryota","Archaeplastida","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellales_X","Ecballocystopsis","Ecballocystopsis_dichotomus"
"ASV1072","Eukaryota","Rhizaria","Cercozoa",NA,NA,NA,NA,NA
"ASV1073","Eukaryota","Opisthokonta","Metazoa","Rotifera","Rotifera_X","Rotifera_XX","Collotheca","Collotheca_campanulata"
"ASV1074","Eukaryota","Rhizaria","Cercozoa","Cercozoa_X","Cercozoa_XX","Cercozoa_XXX","Cercozoa_XXXX","Cercozoa_XXXX_sp."
"ASV1075","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-C","Spumella","Spumella_sp."
"ASV1076","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellida_X","Choanoflagellida_XX","Clade-2","Sphaeroeca","Sphaeroeca_leprechaunica"
"ASV1078","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Carteria","Carteria_sp."
"ASV1080","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chlamydomonas",NA
"ASV1081","Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptophyceae_X","Basal_Cryptophyceae-1","Basal_Cryptophyceae-1_X","Basal_Cryptophyceae-1_X_sp."
"ASV1082","Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptophyceae_X","Basal_Cryptophyceae-1","Basal_Cryptophyceae-1_X","Basal_Cryptophyceae-1_X_sp."
"ASV1083","Eukaryota","Opisthokonta","Metazoa","Rotifera","Rotifera_X","Rotifera_XX","Filinia","Filinia_longiseta"
"ASV1084","Eukaryota","Opisthokonta","Fungi","Fungi_X","Fungi_XX","Fungi_XXX","Fungi_XXXX","Fungi_XXXX_sp."
"ASV1086","Eukaryota","Stramenopiles","Ochrophyta","Synurophyceae","Synurales","Synurales_X","Synurales_XX","Synurales_XX_sp."
"ASV1087","Eukaryota","Rhizaria","Cercozoa","Cercozoa_X","Cercozoa_XX","Cercozoa_XXX","Cercozoa_XXXX","Cercozoa_XXXX_sp."
"ASV1088","Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda","Cyclopidae","Cyclopidae_sp."
"ASV1089","Eukaryota","Rhizaria","Cercozoa","Cercozoa_X","Cercozoa_XX","Cercozoa_XXX","Cercozoa_XXXX","Cercozoa_XXXX_sp."
"ASV1090","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Craspedida","Monosigidae_Group_O","Monosigidae_Group_O_X","Monosigidae_Group_O_X_sp."
"ASV1091","Eukaryota","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","Paracercomonas_sp."
"ASV1092","Eukaryota","Alveolata","Ciliophora","Prostomatea_1","Prostomatea_1_X","Colepidae","Coleps","Coleps_hirtus"
"ASV1093","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-F","Chrysophyceae_Clade-F_X","Chrysophyceae_Clade-F_X_sp."
"ASV1094","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes",NA,NA
"ASV1095","Eukaryota","Alveolata","Ciliophora","Litostomatea","Litostomatea_X","Litostomatea_XX","Litostomatea_XXX","Litostomatea_XXX_sp."
"ASV1096","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes","Rhyzophidiales_X","Rhyzophidiales_X_sp."
"ASV1097","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Mychonastes","Mychonastes_sp."
"ASV1098","Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptophyceae_X","Basal_Cryptophyceae-1","Basal_Cryptophyceae-1_X","Basal_Cryptophyceae-1_X_sp."
"ASV1099","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Craspedida",NA,NA,NA
"ASV1100","Eukaryota","Opisthokonta","Fungi","Entomophthoromycota","Entomophthoromycotina","Entomophthorales","Basidiobolus","Basidiobolus_sp."
"ASV1101","Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Scuticociliatia_2","Scuticociliatia_2_X","Cyclidium_3","Cyclidium_glaucoma"
"ASV1102","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X",NA,NA,NA
